,City," ""Region"""," ""Country"""," ""AirQuality"""," ""WaterPollution""",Lat,Lon
3590,Kirtipur," ""Bagmati"""," ""Nepal""",62.5,50.0,27.676664,85.2782438
3591,Katoomba," ""New South Wales"""," ""Australia""",100.0,0.0,-33.713759,150.3121633
3592,Siddharthanagar," """""," ""Nepal""",25.0,75.0,27.507130500000002,83.43642848827747
3593,Goose Creek," ""South Carolina"""," ""United States of America""",100.0,0.0,32.9961038,-80.0387292
3594,Atlantida," ""Canelones Department"""," ""Uruguay""",66.66666667,33.33333333,15.8172492,-87.11469350954292
3595,Gympie," ""Queensland"""," ""Australia""",62.5,62.5,-26.1900447,152.6600256
3596,Punta Cana," ""La Altagracia Province"""," ""Dominican Republic""",40.625,65.625,18.556551,-68.3691611
3597,Waterloo," ""Wisconsin"""," ""United States of America""",100.0,50.0,42.498275,-92.3328743
3598,Neenah," ""Wisconsin"""," ""United States of America""",50.0,0.0,44.1858193,-88.462609
3599,Kempton Park," ""Gauteng"""," ""South Africa""",37.5,50.0,-26.0964372,28.2336325
3600,Hempstead," ""New York"""," ""United States of America""",100.0,50.0,33.6949319,-93.6929825
3601,Smithtown," ""New York"""," ""United States of America""",100.0,50.0,40.8559314,-73.2006687
3602,Hella," """""," ""Iceland""",100.0,0.0,60.2022124,5.016562186400831
3603,Hermanus," ""Western Cape"""," ""South Africa""",100.0,0.0,-34.4175,19.2361111
3604,Rio de Mouro," ""Lisbon"""," ""Portugal""",100.0,50.0,38.7723602,-9.3256835
3605,Temara," ""Rabat-Sale-Kenitra"""," ""Morocco""",75.0,25.0,33.917166,-6.923804
3606,Atibaia," ""Sao Paulo"""," ""Brazil""",75.0,25.0,-23.1177393,-46.5547861
3607,Alberton," ""Gauteng"""," ""South Africa""",28.125,59.375,46.8127482,-64.0649989
3608,Yorkton," ""Saskatchewan"""," ""Canada""",100.0,0.0,51.212045,-102.461243
3609,Hyderabad," """""," ""Pakistan""",50.0,59.09090909,17.360589,78.4740613
3610,Plymouth," ""Michigan"""," ""United States of America""",50.0,50.0,50.3714122,-4.1424451
3611,Woodstock," ""Ontario"""," ""Canada""",50.0,50.0,42.0410578,-74.1182492
3612,Parnaiba," ""Piaui"""," ""Brazil""",100.0,75.0,-2.9147515,-41.7661953
3613,Worcester," ""England"""," ""United Kingdom""",83.33333333,16.66666667,42.2625621,-71.8018877
3614,Khenchela," ""Khenchela Province"""," ""Algeria""",100.0,0.0,34.913345500000005,6.905943093880865
3615,Stony Hill," """""," ""Jamaica""",100.0,0.0,-36.429467,174.844753
3616,May Pen," ""Middlesex County"""," ""Jamaica""",68.75,18.75,17.974637,-77.2581951
3617,Madaba," ""Madaba Governorate"""," ""Jordan""",37.5,75.0,-9.86521915,35.43216338633224
3618,Panevezys," """""," ""Lithuania""",70.0,40.0,55.7344985,24.3578055
3619,St. Paul," ""Alberta"""," ""Canada""",100.0,0.0,53.9446204,-111.2100163
3620,Islip," ""New York"""," ""United States of America""",75.0,25.0,40.7300685,-73.2107266
3621,Linhares," ""Espirito Santo"""," ""Brazil""",100.0,100.0,-19.3816944,-40.0612213
3622,Banepa," ""Bagmati"""," ""Nepal""",0.0,100.0,27.64735905,85.51750837501186
3623,Woodburn," ""Oregon"""," ""United States of America""",100.0,0.0,45.143731,-122.8553725
3624,Riffa," ""Southern Governorate"""," ""Bahrain""",32.69230769,53.125,26.1315261,50.5503431
3625,Purnia," ""Bihar"""," ""India""",100.0,50.0,26.0,87.5
3626,Nandyal," """""," ""India""",12.5,75.0,15.475377349999999,78.47855756523148
3627,Wardha," ""Maharashtra"""," ""India""",50.0,50.0,20.82562315,78.61314549522919
3628,Hisar," ""Haryana"""," ""India""",29.62962963,46.15384615,29.080640950000003,75.788754109493
3629,Ponca City," ""Oklahoma"""," ""United States of America""",100.0,50.0,36.703647,-97.081898
3630,Pilar," ""Buenos Aires Province"""," ""Argentina""",75.0,100.0,9.8638279,126.100284
3631,Portsmouth," ""Rhode Island"""," ""United States of America""",100.0,0.0,50.800031,-1.0906023
3632,Rio das Ostras," ""Rio de Janeiro"""," ""Brazil""",25.0,100.0,-22.5269448,-41.944972
3633,Kretinga," """""," ""Lithuania""",75.0,50.0,55.8900579,21.2424112
3634,Anand," ""Gujarat"""," ""India""",78.84615385,45.45454545,22.5586555,72.9627227
3635,La Libertad," ""Santa Elena Province"""," ""Ecuador""",75.0,100.0,-8.0,-78.5
3636,La Piedad," ""Michoacan"""," ""Mexico""",50.0,100.0,20.5789124,-100.2557755
3637,Mandeville," ""Middlesex County"""," ""Jamaica""",62.5,12.5,49.2206407,1.0116837
3638,Trail," ""British Columbia"""," ""Canada""",100.0,0.0,49.0945296,-117.7097659
3639,Fresnillo," ""Zacatecas"""," ""Mexico""",75.0,25.0,23.1811278,-102.8729073
3640,Lephalale," ""Limpopo"""," ""South Africa""",62.5,50.0,-23.683333,27.733333
3641,Lisburn," ""Northern Ireland"""," ""United Kingdom""",75.0,25.0,54.5112913,-6.0466736
3642,Muar," ""Johor"""," ""Malaysia""",25.0,50.0,2.05,102.5666667
3643,Zeeland," ""Michigan"""," ""United States of America""",100.0,0.0,51.4162975,3.7028061
3644,Piedras Negras," ""Coahuila"""," ""Mexico""",75.0,25.0,28.7041725,-100.5148362
3645,Roanoke," ""Indiana"""," ""United States of America""",95.45454545,35.71428571,37.270973,-79.9414313
3646,Weirton," ""West Virginia"""," ""United States of America""",62.5,50.0,40.4002396,-80.5899788
3647,Revelstoke," ""British Columbia"""," ""Canada""",100.0,50.0,50.998045,-118.1956709
3648,Vieira de Leiria," ""Leiria"""," ""Portugal""",87.5,50.0,39.8695841,-8.9338519
3649,Detroit Lakes," ""Minnesota"""," ""United States of America""",100.0,50.0,46.817181,-95.845325
3650,Waterford," ""Connecticut"""," ""United States of America""",25.0,50.0,52.2609997,-7.1119081
3651,Deltona," ""Florida"""," ""United States of America""",87.5,75.0,28.9005446,-81.2636738
3652,Melfort," ""Saskatchewan"""," ""Canada""",100.0,0.0,52.8613707,-104.6135544
3653,Morehead," ""Kentucky"""," ""United States of America""",100.0,25.0,38.1839705,-83.4326841
3654,Ustrzyki Dolne," ""Podkarpackie Voivodeship"""," ""Poland""",70.0,0.0,49.4301874,22.5877003
3655,Nizwa," ""Ad Dakhiliyah Governorate"""," ""Oman""",100.0,100.0,22.9323884,57.5311
3656,Navsari," ""Gujarat"""," ""India""",68.75,54.54545455,20.952407,72.9323831
3657,Birmingham," ""Iowa"""," ""United States of America""",71.05263158,31.66666667,52.4796992,-1.9026911
3658,Waldorf," ""Minnesota"""," ""United States of America""",100.0,75.0,50.4855665,7.2293555
3659,Tenali," ""Andhra Pradesh"""," ""India""",71.42857143,58.33333333,16.2377735,80.6464219
3660,San Pedro Garza Garcia," ""Nuevo Leon"""," ""Mexico""",46.875,12.5,25.6651753,-100.4018251
3661,Kajang," ""Selangor"""," ""Malaysia""",50.0,50.0,2.9948437,101.7896595
3662,Leawood," ""Kansas"""," ""United States of America""",50.0,75.0,38.966673,-94.6169012
3663,Mohali," ""Punjab"""," ""India""",87.5,75.0,30.7041168,76.7176885
3664,Nalgonda," ""Telangana"""," ""India""",75.0,75.0,17.0504406,79.2669235
3665,Lakeport," ""California"""," ""United States of America""",100.0,50.0,39.0429506,-122.915829
3666,Jackson," ""California"""," ""United States of America""",100.0,50.0,32.2998686,-90.1830408
3667,Attock," ""Punjab"""," ""Pakistan""",75.0,50.0,33.7695323,72.3610911
3668,Upland," ""Indiana"""," ""United States of America""",62.5,50.0,59.9478778,18.062264738791697
3669,San Juan," ""San Juan-Laventille"""," ""Trinidad and Tobago""",25.0,25.0,18.465299,-66.116666
3670,Medea," ""Medea Province"""," ""Algeria""",50.0,50.0,35.975204500000004,3.012350405608216
3671,Elko," ""South Carolina"""," ""United States of America""",100.0,25.0,41.1958128,-115.3272864
3672,Cutler Bay," ""Florida"""," ""United States of America""",100.0,25.0,25.5783,-80.3377
3673,Kareli," ""Shida Kartli"""," ""Georgia""",0.0,50.0,62.6194031,33.4920267
3674,Greenville," ""North Carolina"""," ""United States of America""",90.0,25.0,34.851354,-82.3984882
3675,Narayanganj," ""Dhaka Division"""," ""Bangladesh""",6.25,93.75,22.833949750000002,80.24354925234462
3676,Hun," ""Jufra"""," ""Libya""",100.0,0.0,24.02372475,121.61998199610741
3677,Vadnais Heights," ""Minnesota"""," ""United States of America""",100.0,50.0,45.0575339,-93.0738955
3678,Hinesville," ""Georgia"""," ""United States of America""",75.0,25.0,31.8477347,-81.5960705
3679,Abington," ""Massachusetts"""," ""United States of America""",100.0,50.0,42.1048228,-70.9453218
3680,Williston," ""North Dakota"""," ""United States of America""",85.0,75.0,48.1465457,-103.621814
3681,Fairmont," ""West Virginia"""," ""United States of America""",100.0,50.0,43.6521775,-94.4610832
3682,Warner Robins," ""Georgia"""," ""United States of America""",100.0,37.5,32.6200973,-83.606568
3683,Korba," ""Chhattisgarh"""," ""India""",43.75,43.75,22.3547468,82.7110855
3684,Elkhart," ""Indiana"""," ""United States of America""",87.5,50.0,41.6012796,-85.8590603
3685,Frankfort," ""Indiana"""," ""United States of America""",50.0,75.0,50.1106444,8.6820917
3686,La Porte," ""Indiana"""," ""United States of America""",87.5,50.0,29.6657838,-95.0193729
3687,Takoradi," ""Western Region"""," ""Ghana""",75.0,50.0,4.887401,-1.7519316
3688,Hounslow," ""England"""," ""United Kingdom""",0.0,50.0,51.4686132,-0.3613471
3689,Sanford," ""North Carolina"""," ""United States of America""",100.0,50.0,35.4798757,-79.1802994
3690,Spruce Pine," ""North Carolina"""," ""United States of America""",100.0,0.0,35.9147787,-82.066411
3691,Yanceyville," ""North Carolina"""," ""United States of America""",87.5,50.0,36.4040273,-79.3361314
3692,Mooresville," ""North Carolina"""," ""United States of America""",100.0,25.0,35.5848596,-80.8100724
3693,Hope Mills," ""North Carolina"""," ""United States of America""",100.0,50.0,34.9704419,-78.9453056
3694,Hickory," ""North Carolina"""," ""United States of America""",100.0,50.0,37.959055,-93.3334746
3695,Bryson City," ""North Carolina"""," ""United States of America""",87.5,50.0,35.4309291,-83.447381
3696,Williams Lake," ""British Columbia"""," ""Canada""",75.0,75.0,52.1292657,-122.1397259
3697,Torpoint," ""England"""," ""United Kingdom""",100.0,50.0,50.375540900000004,-4.214253174735919
3698,Palanga," """""," ""Lithuania""",100.0,50.0,55.9229818,21.0682657
3699,Buffalo," ""North Dakota"""," ""United States of America""",100.0,50.0,37.7097669,-95.6974822
3700,Beaver Dam," ""Kentucky"""," ""United States of America""",100.0,50.0,43.4577692,-88.837329
3701,Pingdu," ""Shandong"""," ""People's Republic of China""",0.0,50.0,36.7842974,119.9493639
3702,Chesterfield," ""South Carolina"""," ""United States of America""",100.0,25.0,37.3859982,-77.578509
3703,Quesnel," ""British Columbia"""," ""Canada""",100.0,50.0,52.9794279,-122.493627
3704,Stone Mountain," ""Georgia"""," ""United States of America""",0.0,100.0,33.8062166,-84.1457505
3705,Astoria," ""Illinois"""," ""United States of America""",37.5,62.5,46.1882007,-123.8319802
3706,Ellsworth," ""Maine"""," ""United States of America""",100.0,50.0,38.6942009,-98.2149289
3707,Swampscott," ""Massachusetts"""," ""United States of America""",100.0,50.0,42.4699241,-70.9171507
3708,San Jose del Cabo," ""Baja California Sur"""," ""Mexico""",100.0,25.0,23.0598364,-109.7025148
3709,Secunda," ""Mpumalanga"""," ""South Africa""",9.090909091,60.71428571,-26.516111,29.202778
3710,Litija," ""Litija Municipality"""," ""Slovenia""",50.0,0.0,46.0575677,14.8314192
3711,Ras al-Khaimah," ""Emirate of Ras Al Khaimah"""," ""United Arab Emirates""",57.14285714,29.6875,25.74436875,55.921890904174816
3712,Seminole," ""Florida"""," ""United States of America""",100.0,0.0,28.7225829,-81.2353683
3713,Zephyrhills," ""Florida"""," ""United States of America""",25.0,50.0,28.2336196,-82.1811947
3714,Bukit Mertajam," ""Penang"""," ""Malaysia""",62.5,62.5,5.364244,100.4609767
3715,California," ""Kentucky"""," ""United States of America""",0.0,100.0,36.7014631,-118.755997
3716,San Isidro," ""Buenos Aires Province"""," ""Argentina""",100.0,0.0,38.1707587,-0.8387399
3717,Gettysburg," ""South Dakota"""," ""United States of America""",75.0,75.0,39.8308973,-77.231012
3718,KwaMhlanga," ""Mpumalanga"""," ""South Africa""",50.0,50.0,-25.4262165,28.7045271
3719,Bajos de Haina," """""," ""Dominican Republic""",0.0,100.0,18.432172700000002,-70.0310060487165
3720,Croydon," ""England"""," ""United Kingdom""",45.0,45.0,51.3713049,-0.101957
3721,Parry Sound," ""Ontario"""," ""Canada""",100.0,50.0,45.6675279,-80.1055284
3722,Telsiai," """""," ""Lithuania""",50.0,75.0,55.9846135,22.2490753
3723,Beloit," ""Kansas"""," ""United States of America""",50.0,62.5,42.5083272,-89.031784
3724,Willoughby," ""Ohio"""," ""United States of America""",75.0,0.0,41.6397696,-81.4065011
3725,Mansfield," ""Georgia"""," ""United States of America""",0.0,50.0,40.75839,-82.5154471
3726,Tinsukia," ""Assam"""," ""India""",0.0,75.0,27.52016575,95.5306347312879
3727,Ithaca," ""Michigan"""," ""United States of America""",93.75,40.625,42.437417499999995,-76.54837235139263
3728,Wayne," ""West Virginia"""," ""United States of America""",87.5,50.0,38.4251958,-88.4197678
3729,El Progreso," ""Yoro Department"""," ""Honduras""",25.0,100.0,14.852206,-90.0648909
3730,Banstead," ""England"""," ""United Kingdom""",100.0,0.0,51.3238969,-0.1986813
3731,Bourne," ""Massachusetts"""," ""United States of America""",75.0,25.0,52.7682345,-0.3771579
3732,Nalaikh," """""," ""Mongolia""",50.0,50.0,47.822243,107.42843269065685
3733,Holetown," ""Saint James"""," ""Barbados""",100.0,50.0,13.1856145,-59.637289
3734,Skikda," ""Skikda Province"""," ""Algeria""",0.0,100.0,36.75451150000001,6.885625492591183
3735,Randburg," ""Gauteng"""," ""South Africa""",83.33333333,33.33333333,-26.096111,27.975
3736,Ilford," ""England"""," ""United Kingdom""",0.0,25.0,51.5582734,0.0711669
3737,Longmeadow," ""Massachusetts"""," ""United States of America""",75.0,25.0,42.0504498,-72.5824639
3738,Owosso," ""Michigan"""," ""United States of America""",75.0,100.0,42.9975968,-84.1720541
3739,Kingston upon Thames," ""England"""," ""United Kingdom""",81.25,33.33333333,51.4096275,-0.3062621
3740,Amherst," ""New Hampshire"""," ""United States of America""",100.0,50.0,37.5997548,-79.1483701
3741,Port Hawkesbury," ""Nova Scotia"""," ""Canada""",100.0,50.0,45.6180851,-61.3574589
3742,Taourirt," ""Oriental"""," ""Morocco""",100.0,100.0,34.413438,-2.893825
3743,Hampton," ""South Carolina"""," ""United States of America""",37.5,50.0,37.0300969,-76.3452057
3744,Bowral," ""New South Wales"""," ""Australia""",75.0,33.33333333,-34.4816626,150.4177868
3745,Oakland," ""Tennessee"""," ""United States of America""",100.0,0.0,37.8044557,-122.271356
3746,Arlington," ""Kansas"""," ""United States of America""",66.66666667,16.66666667,32.7355816,-97.1071186
3747,Lewisburg," ""Tennessee"""," ""United States of America""",100.0,50.0,37.8017879,-80.4456303
3748,Sidi Slimane," ""Rabat-Sale-Kenitra"""," ""Morocco""",75.0,50.0,34.259878,-5.927253
3749,Clarksville," ""Indiana"""," ""United States of America""",95.0,0.0,36.5277607,-87.3588703
3750,Kyaukpyu," """""," ""Myanmar""",0.0,50.0,19.4266675,93.5479844
3751,Orillia," ""Ontario"""," ""Canada""",100.0,0.0,44.6066135,-79.4169256
3752,Ait Melloul," ""Souss-Massa"""," ""Morocco""",100.0,0.0,30.3387947,-9.5044701
3753,Ashburn," ""Georgia"""," ""United States of America""",60.0,25.0,39.0437192,-77.4874899
3754,Taupo," ""Bay of Plenty Region"""," ""New Zealand""",100.0,25.0,-38.6866197,176.0694773
3755,Franklin," ""West Virginia"""," ""United States of America""",100.0,0.0,33.2002659,-95.2231752
3756,Decatur," ""Tennessee"""," ""United States of America""",75.0,100.0,39.8454163,-88.9524151
3757,Bridgewater," ""Connecticut"""," ""United States of America""",87.5,50.0,44.3774134,-64.5193946
3758,Cookeville," ""Tennessee"""," ""United States of America""",100.0,50.0,36.1623886,-85.4997057
3759,Chafford Hundred," ""England"""," ""United Kingdom""",82.14285714,50.0,51.4899067,0.3039631
3760,Peachtree City," ""Georgia"""," ""United States of America""",50.0,50.0,33.3967829,-84.5957629
3761,Pardes Hanna-Karkur," """""," ""Israel""",25.0,50.0,32.475041,34.9761087
3762,Syracuse," ""Indiana"""," ""United States of America""",75.0,50.0,43.0481221,-76.1474244
3763,Mandeville," ""Louisiana"""," ""United States of America""",75.0,75.0,49.2206407,1.0116837
3764,Lynchburg," ""South Carolina"""," ""United States of America""",100.0,0.0,37.4137536,-79.1422464
3765,Holderness," ""New Hampshire"""," ""United States of America""",100.0,50.0,43.732406,-71.588974
3766,Speightstown," ""Saint Peter"""," ""Barbados""",75.0,75.0,13.2500531,-59.6423782
3767,Long Island," ""Kansas"""," ""United States of America""",87.5,25.0,40.85149705,-73.0994258107431
3768,Aconibe," """""," ""Equatorial Guinea""",0.0,100.0,1.35659895,10.929725624984911
3769,Yreka," ""California"""," ""United States of America""",100.0,50.0,41.732616,-122.637766
3770,Tyngsborough," ""Massachusetts"""," ""United States of America""",100.0,50.0,42.6761451,-71.4227726
3771,Sirajganj," ""Rajshahi Division"""," ""Bangladesh""",100.0,75.0,24.4566253,89.7081281
3772,Mirpur," """""," ""Pakistan""",66.66666667,100.0,20.9233482,78.09258477886348
3773,Huntingdon," ""Tennessee"""," ""United States of America""",75.0,50.0,40.3446332,-78.0281185
3774,Couva," ""Couva-Tabaquite-Talparo"""," ""Trinidad and Tobago""",43.75,43.75,10.4223291,-61.458708
3775,Talanga," ""Francisco Morazan Department"""," ""Honduras""",50.0,50.0,14.388727450000001,-87.11069973644815
3776,Seaside," ""Oregon"""," ""United States of America""",100.0,0.0,36.62593,-121.8169260491048
3777,Pooler," ""Georgia"""," ""United States of America""",75.0,25.0,32.1158983,-81.2495131
3778,Cankuzo," ""Cankuzo Province"""," ""Burundi""",0.0,100.0,-3.1450876,30.589869985287194
3779,Arendal," ""Agder"""," ""Norway""",87.5,0.0,58.42673005,8.94694911492874
3780,Edison," ""Georgia"""," ""United States of America""",75.0,25.0,40.518157,-74.4113926
3781,Greater Noida," ""Uttar Pradesh"""," ""India""",25.0,100.0,28.4670734,77.5137649
3782,Las Tablas," ""Los Santos Province"""," ""Panama""",100.0,0.0,7.65163785,-80.31489041885015
3783,Topsham," ""Maine"""," ""United States of America""",100.0,50.0,50.6850732,-3.4658063
3784,Alwar," ""Rajasthan"""," ""India""",37.5,55.76923077,27.5,76.5
3785,Frederick," ""South Dakota"""," ""United States of America""",91.66666667,33.33333333,39.2127031,-78.279166
3786,Manistee," ""Michigan"""," ""United States of America""",100.0,50.0,44.3308044,-86.0262043
3787,Allegan," ""Michigan"""," ""United States of America""",100.0,0.0,42.5867203,-85.8861492
3788,Bayla," ""Bari"""," ""Somalia""",100.0,0.0,26.0387192,74.3510699
3789,Richland," ""Oregon"""," ""United States of America""",100.0,0.0,38.7060457,-88.0949352
3790,Rumford," ""Maine"""," ""United States of America""",100.0,50.0,44.546089,-70.5457272
3791,Nnewi," """""," ""Nigeria""",12.5,50.0,6.019531,6.917181
3792,Djelfa," ""Djelfa Province"""," ""Algeria""",50.0,62.5,34.342841,3.217253079090331
3793,Pikeville," ""Kentucky"""," ""United States of America""",100.0,50.0,37.4792672,-82.5187629
3794,Douglasville," ""Georgia"""," ""United States of America""",25.0,75.0,33.7514966,-84.7477136
